SectionID,Latitude,Longitude,OHEMas
DPH-DURG,21.7804,81.9945,757/15  
DPH-DURG,21.7801,81.9940,757/17  
DPH-DURG,21.7798,81.9936,757/19  
DPH-DURG,21.7794,81.9931,757/21  
DPH-DURG,21.7791,81.9926,757/23  
DPH-DURG,21.7787,81.9921,757/25  
DPH-DURG,21.7783,81.9917,757/27  
DPH-DURG,21.7779,81.9913,757/29  
DPH-DURG,21.7775,81.9909,758/1   
DPH-DURG,21.7771,81.9904,758/3   
DPH-DURG,21.7766,81.9900,758/5   
DPH-DURG,21.7762,81.9896,758/7   
DPH-DURG,21.7758,81.9891,758/9   
DPH-DURG,21.7753,81.9887,758/11  
DPH-DURG,21.7748,81.9882,758/13  
DPH-DURG,21.7743,81.9877,758/15  
DPH-DURG,21.7738,81.9872,758/17  
DPH-DURG,21.7734,81.9868,758/19  
DPH-DURG,21.7729,81.9863,758/21  
DPH-DURG,21.7724,81.9858,758/23  
DPH-DURG,21.7720,81.9854,758/25  
DPH-DURG,21.7715,81.9849,758/27  
DPH-DURG,21.7710,81.9845,759/1   
DPH-DURG,21.7706,81.9840,759/3   
DPH-DURG,21.7701,81.9835,759/5   
DPH-DURG,21.7696,81.9830,759/7   
DPH-DURG,21.7691,81.9826,759/9   
DPH-DURG,21.7687,81.9821,759/11  
DPH-DURG,21.7682,81.9816,759/13  
DPH-DURG,21.7677,81.9811,759/15  
DPH-DURG,21.7672,81.9807,769/17  
DPH-DURG,21.7668,81.9802,759/19  
DPH-DURG,21.7663,81.9797,759/21  
DPH-DURG,21.7658,81.9792,759/23  
DPH-DURG,21.7653,81.9788,759/25  
DPH-DURG,21.7649,81.9783,759/27  
DPH-DURG,21.7644,81.9779,760/1   
DPH-DURG,21.7640,81.9774,760/3   
DPH-DURG,21.7635,81.9769,760/5   
DPH-DURG,21.7630,81.9765,760/7   
DPH-DURG,21.7625,81.9760,760/9   
DPH-DURG,21.7621,81.9755,760/11  
DPH-DURG,21.7616,81.9750,760/13  
DPH-DURG,21.7611,81.9746,760/15  
DPH-DURG,21.7606,81.9741,760/17  
DPH-DURG,21.7602,81.9736,760/19  
DPH-DURG,21.7597,81.9731,760/21  
DPH-DURG,21.7592,81.9727,760/23  
DPH-DURG,21.7587,81.9722,760/25  
DPH-DURG,21.7583,81.9717,760/27  
DPH-DURG,21.7578,81.9713,761/1   
DPH-DURG,21.7574,81.9708,761/3   
DPH-DURG,21.7569,81.9703,761/5   
DPH-DURG,21.7564,81.9699,761/7   
DPH-DURG,21.7559,81.9694,761/9   
DPH-DURG,21.7554,81.9689,761/11  
DPH-DURG,21.7550,81.9685,761/13  
DPH-DURG,21.7545,81.9680,761/15  
DPH-DURG,21.7541,81.9676,761/17  
DPH-DURG,21.7535,81.9670,761/19  
DPH-DURG,21.7531,81.9665,761/21  
DPH-DURG,21.7526,81.9661,761/23  
DPH-DURG,21.7521,81.9656,761/25  
DPH-DURG,21.7516,81.9651,761/27  
DPH-DURG,21.7512,81.9647,762/1   
DPH-DURG,21.7507,81.9642,762/3   
DPH-DURG,21.7503,81.9638,762/5   
DPH-DURG,21.7498,81.9633,762/7   
DPH-DURG,21.7493,81.9628,762/9   
DPH-DURG,21.7488,81.9623,762/11  
DPH-DURG,21.7484,81.9619,762/13  
DPH-DURG,21.7479,81.9614,762/15  
DPH-DURG,21.7474,81.9609,762/17  
DPH-DURG,21.7469,81.9604,763/19  
DPH-DURG,21.7465,81.9600,762/21  
DPH-DURG,21.7460,81.9595,762/23  
DPH-DURG,21.7455,81.9590,762/25  
DPH-DURG,21.7450,81.9586,762/27  
DPH-DURG,21.7446,81.9581,763/1   
DPH-DURG,21.7441,81.9577,763/3   
DPH-DURG,21.7436,81.9572,763/5   
DPH-DURG,21.7432,81.9567,763/7   
DPH-DURG,21.7427,81.9562,763/9   
DPH-DURG,21.7422,81.9558,763/11  
DPH-DURG,21.7417,81.9553,763/13  
DPH-DURG,21.7413,81.9548,763/15  
DPH-DURG,21.7409,81.9544,763/17N 
DPH-DURG,21.7405,81.9540,763/17  
DPH-DURG,21.7401,81.9537,763/19  
DPH-DURG,21.7398,81.9533,763/21  
DPH-DURG,21.7394,81.9529,763/23  
DPH-DURG,21.7391,81.9527,763/25  
DPH-DURG,21.7388,81.9523,763/27  
DPH-DURG,21.7384,81.9520,763/29  
DPH-DURG,21.7380,81.9515,764/1   
DPH-DURG,21.7376,81.9512,764/3   
DPH-DURG,21.7373,81.9508,764/5   
DPH-DURG,21.7370,81.9505,764/7   
DPH-DURG,21.7366,81.9502,764/7/1 
DPH-DURG,21.7363,81.9499,764/9   
DPH-DURG,21.7359,81.9495,764/11N 
DPH-DURG,21.7356,81.9492,764/13  
DPH-DURG,21.7352,81.9487,764/15  
DPH-DURG,21.7348,81.9484,764/17N 
DPH-DURG,21.7344,81.9479,764/21N 
DPH-DURG,21.7341,81.9476,764/23  
DPH-DURG,21.7337,81.9473,764/25  
DPH-DURG,21.7334,81.9469,764/27  
DPH-DURG,21.7331,81.9467,764/29  
DPH-DURG,21.7328,81.9464,764/31  
DPH-DURG,21.7324,81.9459,764/33  
DPH-DURG,21.7319,81.9454,764/35  
DPH-DURG,21.7314,81.9450,764/37  
DPH-DURG,21.7309,81.9445,765/1   
DPH-DURG,21.7305,81.9441,765/3   
DPH-DURG,21.7301,81.9437,765/5   
DPH-DURG,21.7297,81.9433,765/7N  
DPH-DURG,21.7293,81.9428,765/9   
DPH-DURG,21.7290,81.9425,765/9/1 
DPH-DURG,21.7288,81.9424,765/11  
DPH-DURG,21.7284,81.9420,765/13N 
DPH-DURG,21.7279,81.9415,765/17N 
DPH-DURG,21.7275,81.9411,765/19N 
DPH-DURG,21.7271,81.9407,765/19N/
DPH-DURG,21.7268,81.9404,765/21N 
DPH-DURG,21.7264,81.9400,766/23N 
DPH-DURG,21.7260,81.9396,765/25N 
DPH-DURG,21.7256,81.9392,765/27  
DPH-DURG,21.7252,81.9388,765/29  
DPH-DURG,21.7247,81.9383,766/1   
DPH-DURG,21.7242,81.9378,766/3   
DPH-DURG,21.7237,81.9373,766/5   
DPH-DURG,21.7233,81.9369,766/7   
DPH-DURG,21.7228,81.9364,766/9   
DPH-DURG,21.7223,81.9359,766/11  
DPH-DURG,21.7219,81.9355,766/11N 
DPH-DURG,21.7216,81.9352,766/13N 
DPH-DURG,21.7212,81.9348,766/15N 
DPH-DURG,21.7209,81.9345,766/15N/
DPH-DURG,21.7205,81.9342,766/17N 
DPH-DURG,21.7202,81.9338,766/19N 
DPH-DURG,21.7198,81.9335,766/21N 
DPH-DURG,21.7195,81.9331,766/23  
DPH-DURG,21.7190,81.9326,766/25  
DPH-DURG,21.7185,81.9321,766/27  
DPH-DURG,21.7180,81.9317,766/29  
DPH-DURG,21.7176,81.9312,766/31  
DPH-DURG,21.7172,81.9308,767/1   
DPH-DURG,21.7167,81.9303,767/3   
DPH-DURG,21.7162,81.9299,767/5   
DPH-DURG,21.7157,81.9294,767/7   
DPH-DURG,21.7152,81.9289,767/9   
DPH-DURG,21.7148,81.9284,767/11  
DPH-DURG,21.7143,81.9279,767/13  
DPH-DURG,21.7138,81.9275,767/15  
DPH-DURG,21.7133,81.9270,767/17  
DPH-DURG,21.7129,81.9265,767/19  
DPH-DURG,21.7124,81.9260,767/21  
DPH-DURG,21.7119,81.9256,767/23  
DPH-DURG,21.7115,81.9252,768/1   
DPH-DURG,21.7110,81.9247,768/3   
DPH-DURG,21.7105,81.9242,768/5   
DPH-DURG,21.7101,81.9237,768/7   
DPH-DURG,21.7096,81.9233,768/9   
DPH-DURG,21.7091,81.9228,768/11  
DPH-DURG,21.7086,81.9223,768/13  
DPH-DURG,21.7082,81.9218,768/15  
DPH-DURG,21.7077,81.9214,768/17  
DPH-DURG,21.7072,81.9209,768/19  
DPH-DURG,21.7067,81.9204,768/21  
DPH-DURG,21.7063,81.9200,768/23  
DPH-DURG,21.7058,81.9195,768/25  
DPH-DURG,21.7053,81.9190,768/27  
DPH-DURG,21.7049,81.9186,769/1   
DPH-DURG,21.7044,81.9181,769/3   
DPH-DURG,21.7039,81.9176,769/5   
DPH-DURG,21.7034,81.9172,769/7   
DPH-DURG,21.7030,81.9167,769/9   
DPH-DURG,21.7025,81.9162,769/11  
DPH-DURG,21.7020,81.9158,769/13  
DPH-DURG,21.7016,81.9153,769/15  
DPH-DURG,21.7011,81.9148,769/17  
DPH-DURG,21.7006,81.9143,769/19  
DPH-DURG,21.7001,81.9139,769/21  
DPH-DURG,21.6996,81.9134,769/23  
DPH-DURG,21.6992,81.9129,769/25  
DPH-DURG,21.6987,81.9124,769/27  
DPH-DURG,21.6983,81.9120,769/29  
DPH-DURG,21.6978,81.9115,770/1   
DPH-DURG,21.6973,81.9111,770/3   
DPH-DURG,21.6969,81.9106,770/5   
DPH-DURG,21.6965,81.9102,770/7   
DPH-DURG,21.6960,81.9097,770/9   
DPH-DURG,21.6955,81.9093,770/11  
DPH-DURG,21.6950,81.9088,770/13  
DPH-DURG,21.6946,81.9083,770/15  
DPH-DURG,21.6941,81.9078,770/17  
DPH-DURG,21.6936,81.9074,770/19  
DPH-DURG,21.6931,81.9069,770/21  
DPH-DURG,21.6926,81.9064,770/23  
DPH-DURG,21.6922,81.9060,770/25  
DPH-DURG,21.6917,81.9055,770/27  
DPH-DURG,21.6912,81.9050,771/1   
DPH-DURG,21.6908,81.9046,771/3   
DPH-DURG,21.6903,81.9041,771/5   
DPH-DURG,21.6898,81.9036,771/7   
DPH-DURG,21.6893,81.9031,771/9   
DPH-DURG,21.6889,81.9027,771/11  
DPH-DURG,21.6884,81.9022,771/13  
DPH-DURG,21.6879,81.9017,771/15  
DPH-DURG,21.6874,81.9012,771/17  
DPH-DURG,21.6870,81.9008,771/19  
DPH-DURG,21.6865,81.9003,771/21  
DPH-DURG,21.6860,81.8998,771/23  
DPH-DURG,21.6855,81.8993,771/25  
DPH-DURG,21.6851,81.8989,771/27  
DPH-DURG,21.6846,81.8984,772/1   
DPH-DURG,21.6842,81.8980,772/3   
DPH-DURG,21.6837,81.8975,772/5   
DPH-DURG,21.6832,81.8970,772/7   
DPH-DURG,21.6828,81.8965,772/9   
DPH-DURG,21.6822,81.8961,772/11  
DPH-DURG,21.6818,81.8956,772/13  
DPH-DURG,21.6813,81.8951,772/15  
DPH-DURG,21.6808,81.8947,772/17  
DPH-DURG,21.6804,81.8942,772/19  
DPH-DURG,21.6799,81.8937,772/21  
DPH-DURG,21.6794,81.8933,772/23  
DPH-DURG,21.6789,81.8928,772/25  
DPH-DURG,21.6785,81.8923,772/27  
DPH-DURG,21.6780,81.8919,773/1   
DPH-DURG,21.6776,81.8914,773/3   
DPH-DURG,21.6771,81.8909,773/5   
DPH-DURG,21.6766,81.8905,773/7   
DPH-DURG,21.6761,81.8900,773/9   
DPH-DURG,21.6757,81.8895,773/11  
DPH-DURG,21.6752,81.8891,773/13  
DPH-DURG,21.6748,81.8886,773/15  
DPH-DURG,21.6743,81.8881,773/17  
DPH-DURG,21.6738,81.8877,773/19  
DPH-DURG,21.6733,81.8872,773/21  
DPH-DURG,21.6728,81.8867,773/23  
DPH-DURG,21.6724,81.8863,773/25  
DPH-DURG,21.6719,81.8858,773/27  
DPH-DURG,21.6715,81.8853,774/1   
DPH-DURG,21.6710,81.8849,774/3   
DPH-DURG,21.6705,81.8844,774/5   
DPH-DURG,21.6700,81.8839,774/7   
DPH-DURG,21.6696,81.8835,774/9   
DPH-DURG,21.6691,81.8830,774/11  
DPH-DURG,21.6686,81.8825,774/13  
DPH-DURG,21.6681,81.8820,774/15  
DPH-DURG,21.6677,81.8816,774/17  
DPH-DURG,21.6672,81.8811,774/19  
DPH-DURG,21.6667,81.8806,774/21  
DPH-DURG,21.6662,81.8802,774/23  
DPH-DURG,21.6658,81.8797,774/25  
DPH-DURG,21.6653,81.8793,774/27  
DPH-DURG,21.6649,81.8788,775/1   
DPH-DURG,21.6644,81.8783,775/3   
DPH-DURG,21.6639,81.8779,775/5   
DPH-DURG,21.6634,81.8774,775/7   
DPH-DURG,21.6630,81.8769,775/9   
DPH-DURG,21.6625,81.8764,775/11  
DPH-DURG,21.6620,81.8760,775/13  
DPH-DURG,21.6615,81.8755,775/15  
DPH-DURG,21.6611,81.8750,775/17  
DPH-DURG,21.6606,81.8745,775/19  
DPH-DURG,21.6601,81.8741,775/21  
DPH-DURG,21.6596,81.8736,775/23  
DPH-DURG,21.6591,81.8731,775/25  
DPH-DURG,21.6587,81.8726,775/27  
DPH-DURG,21.6582,81.8722,776/1   
DPH-DURG,21.6578,81.8717,776/3   
DPH-DURG,21.6573,81.8713,776/5   
DPH-DURG,21.6568,81.8708,776/7   
DPH-DURG,21.6563,81.8703,776/9   
DPH-DURG,21.6559,81.8699,776/11  
DPH-DURG,21.6554,81.8694,776/13  
DPH-DURG,21.6549,81.8689,776/15  
DPH-DURG,21.6545,81.8684,776/17  
DPH-DURG,21.6540,81.8680,776/19  
DPH-DURG,21.6535,81.8675,776/21  
DPH-DURG,21.6530,81.8670,776/23  
DPH-DURG,21.6525,81.8666,776/25  
DPH-DURG,21.6521,81.8661,777/1   
DPH-DURG,21.6516,81.8656,777/3   
DPH-DURG,21.6511,81.8651,777/5   
DPH-DURG,21.6506,81.8646,777/7   
DPH-DURG,21.6501,81.8642,777/9   
DPH-DURG,21.6497,81.8638,777/11  
DPH-DURG,21.6493,81.8633,777/13  
DPH-DURG,21.6488,81.8628,777/15  
DPH-DURG,21.6484,81.8624,777/15N 
DPH-DURG,21.6480,81.8621,777/17N 
DPH-DURG,21.6477,81.8617,777/19N 
DPH-DURG,21.6473,81.8614,777/21N 
DPH-DURG,21.6469,81.8610,777/23  
DPH-DURG,21.6464,81.8605,777/25  
DPH-DURG,21.6460,81.8600,777/27  
DPH-DURG,21.6455,81.8595,778/3   
DPH-DURG,21.6450,81.8591,778/5   
DPH-DURG,21.6447,81.8587,778/5A  
DPH-DURG,21.6443,81.8584,778/7   
DPH-DURG,21.6439,81.8580,778/9   
DPH-DURG,21.6435,81.8576,778/11A 
DPH-DURG,21.6431,81.8572,778/11  
DPH-DURG,21.6427,81.8567,778/13  
DPH-DURG,21.6423,81.8564,778/13N 
DPH-DURG,21.6420,81.8561,778/15N 
DPH-DURG,21.6416,81.8557,778/17N 
DPH-DURG,21.6412,81.8553,778/19N 
DPH-DURG,21.6408,81.8549,778/21  
DPH-DURG,21.6403,81.8544,778/23  
DPH-DURG,21.6398,81.8539,778/25  
DPH-DURG,21.6394,81.8535,778/27  
DPH-DURG,21.6389,81.8530,779/1   
DPH-DURG,21.6385,81.8526,779/3   
DPH-DURG,21.6380,81.8521,779/5   
DPH-DURG,21.6375,81.8516,779/7   
DPH-DURG,21.6373,81.8514,779/7N  
DPH-DURG,21.6369,81.8510,779/9N  
DPH-DURG,21.6366,81.8507,779/11N 
DPH-DURG,21.6364,81.8506,779/13  
DPH-DURG,21.6361,81.8502,779/13/1
DPH-DURG,21.6357,81.8499,779/15  
DPH-DURG,21.6355,81.8496,779/17N 
DPH-DURG,21.6352,81.8493,779/17N/
DPH-DURG,21.6349,81.8491,779/19N 
DPH-DURG,21.6346,81.8487,779/23N 
DPH-DURG,21.6342,81.8483,779/27  
DPH-DURG,21.6338,81.8480,779/29  
DPH-DURG,21.6334,81.8476,779/31  
DPH-DURG,21.6330,81.8472,779/33  
DPH-DURG,21.6326,81.8466,779/35  
DPH-DURG,21.6321,81.8462,779/37  
DPH-DURG,21.6316,81.8457,780/1   
DPH-DURG,21.6311,81.8452,780/3   
DPH-DURG,21.6307,81.8448,780/5   
DPH-DURG,21.6302,81.8443,780/8N  
DPH-DURG,21.6300,81.8441,0780/7N 
DPH-DURG,21.6296,81.8437,780/9N  
DPH-DURG,21.6293,81.8434,780/11N 
DPH-DURG,21.6291,81.8432,780/13N 
DPH-DURG,21.6289,81.8430,780/15  
DPH-DURG,21.6286,81.8427,780/15N 
DPH-DURG,21.6284,81.8425,780/17N 
DPH-DURG,21.6281,81.8422,780/19N 
DPH-DURG,21.6279,81.8420,780/19/1
DPH-DURG,21.6275,81.8416,780/21  
DPH-DURG,21.6271,81.8413,780/21N/
DPH-DURG,21.6268,81.8410,780/23N 
DPH-DURG,21.6265,81.8406,780/25N 
DPH-DURG,21.6261,81.8403,780/27  
DPH-DURG,21.6257,81.8398,780/29  
DPH-DURG,21.6252,81.8394,781/1   
DPH-DURG,21.6248,81.8390,781/3   
DPH-DURG,21.6244,81.8386,781/5   
DPH-DURG,21.6239,81.8381,781/7   
DPH-DURG,21.6234,81.8376,781/9   
DPH-DURG,21.6229,81.8371,781/11  
DPH-DURG,21.6226,81.8367,781/13  
DPH-DURG,21.6221,81.8363,781/15  
DPH-DURG,21.6216,81.8358,781/17  
DPH-DURG,21.6211,81.8353,781/19  
DPH-DURG,21.6207,81.8348,781/21  
DPH-DURG,21.6202,81.8344,781/23  
DPH-DURG,21.6197,81.8339,781/25  
DPH-DURG,21.6193,81.8334,781/27  
DPH-DURG,21.6188,81.8330,782/1   
DPH-DURG,21.6183,81.8325,782/3   
DPH-DURG,21.6178,81.8320,782/5   
DPH-DURG,21.6174,81.8316,782/7   
DPH-DURG,21.6169,81.8311,782/9   
DPH-DURG,21.6165,81.8307,782/11  
DPH-DURG,21.6160,81.8302,782/13  
DPH-DURG,21.6155,81.8297,782/15  
DPH-DURG,21.6150,81.8293,782/17  
DPH-DURG,21.6146,81.8288,782/19  
DPH-DURG,21.6141,81.8283,782/21  
DPH-DURG,21.6136,81.8278,782/23  
DPH-DURG,21.6131,81.8274,782/25  
DPH-DURG,21.6127,81.8269,782/27  
DPH-DURG,21.6122,81.8265,782/29  
DPH-DURG,21.6118,81.8260,783/1   
DPH-DURG,21.6113,81.8255,783/3   
DPH-DURG,21.6108,81.8251,783/5   
DPH-DURG,21.6103,81.8246,783/7   
DPH-DURG,21.6098,81.8241,783/9   
DPH-DURG,21.6094,81.8236,783/11  
DPH-DURG,21.6089,81.8231,783/13  
DPH-DURG,21.6084,81.8227,783/15  
DPH-DURG,21.6079,81.8222,783/17  
DPH-DURG,21.6075,81.8217,783/19  
DPH-DURG,21.6070,81.8213,783/21  
DPH-DURG,21.6065,81.8208,783/23  
DPH-DURG,21.6060,81.8203,783/25  
DPH-DURG,21.6056,81.8199,783/27  
DPH-DURG,21.6051,81.8194,784/1   
DPH-DURG,21.6047,81.8190,784/3   
DPH-DURG,21.6042,81.8185,784/5   
DPH-DURG,21.6037,81.8180,784/7   
DPH-DURG,21.6033,81.8176,784/9   
DPH-DURG,21.6028,81.8171,784/11  
DPH-DURG,21.6023,81.8166,784/13  
DPH-DURG,21.6018,81.8162,784/15  
DPH-DURG,21.6013,81.8157,784/17  
DPH-DURG,21.6009,81.8152,784/19  
DPH-DURG,21.6004,81.8148,784/21  
DPH-DURG,21.5999,81.8143,784/23  
DPH-DURG,21.5995,81.8138,784/25  
DPH-DURG,21.5990,81.8133,784/27  
DPH-DURG,21.5985,81.8129,785/1   
DPH-DURG,21.5980,81.8124,785/3   
DPH-DURG,21.5976,81.8119,785/5   
DPH-DURG,21.5971,81.8115,785/7   
DPH-DURG,21.5966,81.8110,785/9   
DPH-DURG,21.5961,81.8105,785/11  
DPH-DURG,21.5957,81.8101,785/13  
DPH-DURG,21.5952,81.8096,785/15  
DPH-DURG,21.5948,81.8091,785/17  
DPH-DURG,21.5944,81.8086,785/19  
DPH-DURG,21.5937,81.8081,785/21  
DPH-DURG,21.5933,81.8077,785/23  
DPH-DURG,21.5929,81.8073,785/25  
DPH-DURG,21.5925,81.8070,785/27  
DPH-DURG,21.5922,81.8067,786/1   
DPH-DURG,21.5918,81.8064,786/3   
DPH-DURG,21.5914,81.8062,786/5   
DPH-DURG,21.5910,81.8060,786/7   
DPH-DURG,21.5906,81.8058,786/9   
DPH-DURG,21.5902,81.8056,786/11  
DPH-DURG,21.5898,81.8055,786/13  
DPH-DURG,21.5894,81.8053,786/15  
DPH-DURG,21.5889,81.8052,786/17  
DPH-DURG,21.5884,81.8050,786/19  
DPH-DURG,21.5878,81.8049,786/21  
DPH-DURG,21.5872,81.8047,786/23  
DPH-DURG,21.5866,81.8046,786/25  
DPH-DURG,21.5859,81.8044,786/27  
DPH-DURG,21.5853,81.8042,786/29  
DPH-DURG,21.5847,81.8040,786/31  
DPH-DURG,21.5841,81.8039,786/33  
DPH-DURG,21.5835,81.8037,787/1   
DPH-DURG,21.5829,81.8035,787/3   
DPH-DURG,21.5823,81.8034,787/5   
DPH-DURG,21.5816,81.8032,787/7   
DPH-DURG,21.5810,81.8030,787/9   
DPH-DURG,21.5804,81.8028,787/11  
DPH-DURG,21.5797,81.8027,787/13  
DPH-DURG,21.5791,81.8025,787/15  
DPH-DURG,21.5785,81.8023,787/17  
DPH-DURG,21.5778,81.8021,787/19  
DPH-DURG,21.5772,81.8020,787/21  
DPH-DURG,21.5766,81.8018,787/23  
DPH-DURG,21.5759,81.8016,787/25  
DPH-DURG,21.5754,81.8015,787/27  
DPH-DURG,21.5748,81.8013,788/1   
DPH-DURG,21.5741,81.8011,788/3   
DPH-DURG,21.5735,81.8010,788/5   
DPH-DURG,21.5729,81.8008,788/7   
DPH-DURG,21.5722,81.8006,788/9   
DPH-DURG,21.5717,81.8005,788/11  
DPH-DURG,21.5711,81.8003,788/13  
DPH-DURG,21.5706,81.8002,788/15  
DPH-DURG,21.5700,81.8000,788/17  
DPH-DURG,21.5694,81.7998,788/19  
DPH-DURG,21.5689,81.7997,788/21N 
DPH-DURG,21.5685,81.7996,788/21  
DPH-DURG,21.5678,81.7994,788/23  
DPH-DURG,21.5672,81.7992,788/25UP
DPH-DURG,21.5666,81.7991,788/27UP
DPH-DURG,21.5661,81.7989,789/1UP 
DPH-DURG,21.5654,81.7987,789/3UP 
DPH-DURG,21.5649,81.7986,789/5UP 
DPH-DURG,21.5643,81.7984,789/7UP 
DPH-DURG,21.5637,81.7983,789/9UP 
DPH-DURG,21.5632,81.7981,789/11UP
DPH-DURG,21.5628,81.7980,789/13UP
DPH-DURG,21.5624,81.7979,789/15UP
DPH-DURG,21.5618,81.7977,789/15NUP
DPH-DURG,21.5613,81.7976,789/15N/1UP
DPH-DURG,21.5609,81.7975,789/17NUP
DPH-DURG,21.5605,81.7974,789/19NUP
DPH-DURG,21.5602,81.7973,789/19N/1UP
DPH-DURG,21.5599,81.7972,789/21NUP
DPH-DURG,21.5595,81.7971,789/23NUP
DPH-DURG,21.5590,81.7970,789/23N/1UP
DPH-DURG,21.5587,81.7969,789/25NUP
DPH-DURG,21.5582,81.7967,789/25N/1UP
DPH-DURG,21.5578,81.7966,789/27NUP
DPH-DURG,21.5573,81.7965,790/1NUP
DPH-DURG,21.5569,81.7964,790/3NUP
DPH-DURG,21.5564,81.7962,790/5NUP
DPH-DURG,21.5561,81.7962,790/5N/1UP
DPH-DURG,21.5558,81.7961,790/7NUP
DPH-DURG,21.5556,81.7960,790/9NUP
DPH-DURG,21.5552,81.7959,790/10N/1UP
DPH-DURG,21.5546,81.7958,790/14UP
DPH-DURG,21.5540,81.7956,790/18UP
DPH-DURG,21.5535,81.7954,790/19UP
DPH-DURG,21.5528,81.7953,790/21UP
DPH-DURG,21.5522,81.7951,790/23UP
DPH-DURG,21.5515,81.7949,790/25UP
DPH-DURG,21.5510,81.7947,790/27UP
DPH-DURG,21.5505,81.7946,790/29UP
DPH-DURG,21.5503,81.7946,790/31UP
DPH-DURG,21.5499,81.7945,790/33UP
DPH-DURG,21.5494,81.7943,790/35UP
DPH-DURG,21.5488,81.7942,791/1UP 
DPH-DURG,21.5481,81.7939,791/3NUP
DPH-DURG,21.5476,81.7938,791/5NUP
DPH-DURG,21.5472,81.7937,791/7NUP
DPH-DURG,21.5469,81.7937,791/9NUP
DPH-DURG,21.5464,81.7935,791/9N/1UP
DPH-DURG,21.5460,81.7934,791/11N/1UP
DPH-DURG,21.5455,81.7933,791/13NUP
DPH-DURG,21.5450,81.7931,791/15NUP
DPH-DURG,21.5445,81.7930,791/17UP
DPH-DURG,21.5441,81.7929,791/17N/1UP
DPH-DURG,21.5435,81.7927,791/19NUP
DPH-DURG,21.5429,81.7925,791/21NUP
DPH-DURG,21.5424,81.7924,791/23NUP
DPH-DURG,21.5418,81.7923,791/25NUP
DPH-DURG,21.5412,81.7921,791/27NUP
DPH-DURG,21.5412,81.7921,791/27NUP
DPH-DURG,21.5407,81.7919,791/29NUP
DPH-DURG,21.5401,81.7918,791/31NUP
DPH-DURG,21.5396,81.7916,792/1MUP
DPH-DURG,21.5390,81.7915,792/3UP 
DPH-DURG,21.5384,81.7913,792/5UP 
DPH-DURG,21.5378,81.7911,792/7UP 
DPH-DURG,21.5371,81.7910,792/9UP 
DPH-DURG,21.5365,81.7908,792/11UP
DPH-DURG,21.5359,81.7906,792/13UP
DPH-DURG,21.5353,81.7904,792/15UP
DPH-DURG,21.5346,81.7903,792/17UP
DPH-DURG,21.5340,81.7901,792/19UP
DPH-DURG,21.5334,81.7899,792/21UP
DPH-DURG,21.5327,81.7898,792/23UP
DPH-DURG,21.5321,81.7896,792/25UP
DPH-DURG,21.5315,81.7894,792/27UP
DPH-DURG,21.5309,81.7893,793/1UP 
DPH-DURG,21.5303,81.7891,793/3UP 
DPH-DURG,21.5296,81.7889,793/5UP 
DPH-DURG,21.5290,81.7887,793/7UP 
DPH-DURG,21.5284,81.7886,793/9UP 
DPH-DURG,21.5278,81.7884,793/11UP
DPH-DURG,21.5272,81.7882,793/13UP
DPH-DURG,21.5265,81.7881,793/15UP
DPH-DURG,21.5259,81.7879,793/17UP
DPH-DURG,21.5252,81.7877,793/19UP
DPH-DURG,21.5247,81.7876,793/21UP
DPH-DURG,21.5241,81.7874,793/23UP
DPH-DURG,21.5234,81.7872,793/25UP
DPH-DURG,21.5228,81.7870,793/27UP
DPH-DURG,21.5223,81.7869,794/1UP 
DPH-DURG,21.5216,81.7867,794/3UP 
DPH-DURG,21.5210,81.7866,794/5UP 
DPH-DURG,21.5204,81.7864,794/7UP 
DPH-DURG,21.5197,81.7862,794/9UP 
DPH-DURG,21.5191,81.7860,794/11UP
DPH-DURG,21.5185,81.7859,794/13UP
DPH-DURG,21.5180,81.7857,794/13NUP
DPH-DURG,21.5176,81.7856,794/15NUP
DPH-DURG,21.5170,81.7854,794/17NUP
DPH-DURG,21.5166,81.7853,794/19NUP
DPH-DURG,21.5160,81.7852,794/21NUP
DPH-DURG,21.5154,81.7850,794/23NUP
DPH-DURG,21.5148,81.7849,794/23N/1UP
DPH-DURG,21.5143,81.7847,794/25NUP
DPH-DURG,21.5137,81.7845,795/1NUP
DPH-DURG,21.5133,81.7844,795/1N/1UP
DPH-DURG,21.5128,81.7843,795/3NUP
DPH-DURG,21.5122,81.7841,795/7UP 
DPH-DURG,21.5117,81.7840,795/9UP 
DPH-DURG,21.5113,81.7839,795/94UP
DPH-DURG,21.5109,81.7838,795/9N/2UP
DPH-DURG,21.5105,81.7837,795/11NUP 
DPH-DURG,21.5100,81.7835,795/13NUP
DPH-DURG,21.5095,81.7834,795/13N/1UP
DPH-DURG,21.5091,81.7833,795/15NUP
DPH-DURG,21.5086,81.7831,795/17UP
DPH-DURG,21.5080,81.7829,795/19UP
DPH-DURG,21.5073,81.7828,795/21UP
DPH-DURG,21.5067,81.7826,795/23UP
DPH-DURG,21.5061,81.7824,795/25UP
DPH-DURG,21.5055,81.7823,795/27UP
DPH-DURG,21.5049,81.7821,796/1UP 
DPH-DURG,21.5043,81.7819,796/3UP 
DPH-DURG,21.5036,81.7818,796/5UP 
DPH-DURG,21.5030,81.7816,796/7UP 
DPH-DURG,21.5024,81.7814,796/9UP 
DPH-DURG,21.5017,81.7813,796/11UP
DPH-DURG,21.5011,81.7811,796/13UP
