SectionID,Latitude,Longitude,Altitude,OHEMas,EngFeature,TRDFeature,PWI,Division,Remark,Satellites,ModifiedDate
BPTG-Antagarh,20.29204167,81.06608667,301,987/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.29152167,81.06623,299,987/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.291025,81.0664,301,987/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.29052833,81.06654833,300,987/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.29014,81.06667833,299,987/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28959,81.06682667,298,987/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28906667,81.06698,297,987/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28851833,81.06714833,298,987/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28809,81.06727,296,987/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28766,81.06739,297,987/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28730667,81.06747167,297,987/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28698667,81.06751,296,987/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28666167,81.06753,295,987/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28634,81.06755,297,987/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28601167,81.06753833,297,987/19  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28566667,81.06750167,296,987/20  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28531,81.06743667,297,987/21  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28483167,81.06733667,298,987/22  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28435667,81.067215,299,988/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28398833,81.06713833,301,988/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.2835,81.06702833,298,988/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28294833,81.06690667,297,988/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28249833,81.06682167,297,988/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28218333,81.066795,299,988/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28189333,81.06677,298,988/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28160667,81.06677833,299,988/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.281335,81.06680333,299,988/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28106,81.06684667,299,988/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28078,81.066905,298,988/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28051167,81.06698333,298,988/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.28024667,81.06709667,299,988/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.279995,81.06721167,297,988/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27974833,81.067355,297,988/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.279505,81.06751,297,988/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.279265,81.06771833,297,988/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27896833,81.06796,296,988/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.278615,81.06831833,296,988/19  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.278235,81.06870167,296,988/20  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27795833,81.06899,296,988/21  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27765167,81.069325,295,988/22  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.2773,81.06968667,296,988/23  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27693167,81.07007167,296,988/24  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27650167,81.07049667,297,989/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27609,81.07090167,296,989/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27578833,81.07124333,296,989/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27546,81.07160333,299,989/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27512167,81.07190167,296,989/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27485167,81.07215667,294,989/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27456,81.07246,297,989/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27430167,81.07266667,298,989/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27404,81.07285667,299,989/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27375333,81.07303333,299,989/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27346667,81.07317667,300,989/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27315667,81.07329667,301,989/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27284167,81.07338333,302,989/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27256833,81.07343667,301,989/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27224,81.07348667,302,989/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27192333,81.073495,303,989/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.271575,81.073475,302,989/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27131,81.07346,302,989/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.270925,81.073395,302,989/19  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.27036667,81.073285,300,989/20  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26979167,81.073185,305,989/21  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26924167,81.07308667,305,989/22  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26872667,81.073,304,990/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26831333,81.07294667,302,990/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26786167,81.07289833,301,990/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26728667,81.07286,305,990/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26672667,81.07282333,304,990/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26616667,81.072785,306,990/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26563167,81.07274667,302,990/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26505667,81.072705,306,990/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26448667,81.07265833,306,990/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26392,81.07261667,303,990/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.263385,81.072585,305,990/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26282167,81.07254167,307,990/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26225667,81.072505,308,990/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26177167,81.07246833,307,990/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.261345,81.07244,309,990/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26086333,81.072395,310,990/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.26042833,81.07236167,311,990/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25986167,81.07232833,310,991/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25928167,81.07228667,311,991/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25871833,81.07225333,312,991/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.258195,81.07221333,313,991/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25762167,81.07217333,311,991/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.257105,81.072135,312,991/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.256645,81.07209833,312,991/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25608,81.07206333,313,991/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.255515,81.07202,313,991/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25506667,81.07199833,314,991/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.254655,81.07197833,315,991/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25425,81.07199167,316,991/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25384833,81.07203,316,991/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.253445,81.07208167,315,991/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25302667,81.07215,319,991/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25264667,81.072255,318,991/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25222833,81.0724,315,991/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25168,81.07257833,315,991/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25113333,81.07275333,318,991/19  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.250615,81.07292333,319,992/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.25012333,81.07310167,319,992/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.249575,81.07326833,321,992/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24903,81.07346,320,992/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24849167,81.07363,322,992/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24798833,81.0738,322,992/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24745333,81.07398333,322,992/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24690333,81.07417833,323,992/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24635667,81.07437,325,992/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24585833,81.07452667,323,999/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24531,81.07471833,325,992/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24477167,81.07489333,325,992/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24421833,81.075075,325,992/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24372667,81.07525667,320,992/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24325,81.07540333,322,992/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24282333,81.07552667,321,992/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.242355,81.07572333,322,993/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24185,81.075885,322,993/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24131,81.07607667,321,993/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.24077167,81.07625,325,993/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.240235,81.07642,324,993/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23973833,81.07660333,322,993/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23919167,81.076795,322,993/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23862833,81.07695333,325,993/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23809667,81.077135,323,993/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.2376,81.077315,322,993/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23709833,81.07749167,323,993/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23654833,81.07766333,324,993/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23602167,81.07783833,325,993/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.235535,81.07801,327,993/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23498667,81.078185,327,993/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.234455,81.07835333,331,993/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23388333,81.07854,332,993/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.233415,81.07871833,333,994/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.233,81.07883,333,994/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23261833,81.07896167,332,994/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.232275,81.07908167,332,994/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23182167,81.07924,331,994/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23131667,81.07940833,332,994/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.23082667,81.07957167,331,994/7      ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.230315,81.07972667,332,994/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22975833,81.07992167,332,994/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22920833,81.08010167,332,994/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22881667,81.08022333,330,994/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22825333,81.08040667,333,994/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22770667,81.08059667,332,994/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22724167,81.08083167,340,994/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22680667,81.08093667,337,994/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22631833,81.08109833,334,999/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22580667,81.08126667,336,994/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22527667,81.08143833,333,994/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22474333,81.08161667,334,995/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22423833,81.081785,333,995/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22377167,81.08195333,333,995/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22342,81.08205,339,995/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.223175,81.08215667,334,995/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.222765,81.08229167,333,995/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22243,81.08240167,331,995/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22200333,81.08254,332,995/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.221495,81.08271,333,995/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.22096167,81.082905,332,995/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.220425,81.083085,332,995/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21987333,81.08327,333,995/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21937333,81.08343333,329,995/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21881833,81.083625,329,995/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21833,81.0838,328,995/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21778833,81.08396833,326,995/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.217245,81.08414833,325,995/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.216705,81.084335,326,995/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.2162,81.084505,328,996/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21565833,81.08469667,328,996/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21512667,81.08487667,328,996/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21462167,81.08503667,329,996/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21408,81.08522833,329,996/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21354167,81.08542667,328,996/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21303167,81.08558,327,996/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21248667,81.085765,328,996/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21194667,81.08594667,327,996/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21140667,81.08613667,327,996/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.21091333,81.08630167,327,996/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.210365,81.08648667,326,996/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20983333,81.086675,325,996/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20932667,81.086845,326,996/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20879333,81.08702167,328,996/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20824667,81.0872,326,996/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20771167,81.08739,326,997/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20719667,81.08754333,326,997/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20665833,81.08774167,325,997/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20611,81.08791167,325,997/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20568833,81.08805833,325,997/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20531,81.08821,326,997/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20493167,81.08838,325,997/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.204575,81.08857667,326,997/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20421667,81.08878,326,997/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20387,81.08901167,326,997/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20350667,81.08927333,326,997/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20307,81.08959667,325,997/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20261167,81.08993833,323,997/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20218333,81.09025833,323,997/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20181,81.090525,323,997/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20133,81.090875,326,997/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20086667,81.09121167,325,997/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.20042167,81.09152,323,997/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.199965,81.09186167,323,998/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19949667,81.09219667,321,998/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19910333,81.09249333,326,998/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19862167,81.09284167,320,998/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19815333,81.09316667,312,998/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.197715,81.09347667,315,998/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19723667,81.09382333,316,998/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19677667,81.09415167,315,998/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19634833,81.09446,314,998/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.195885,81.09481167,309,998/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19540667,81.09515333,312,998/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19493,81.095485,311,998/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19447833,81.09580333,315,998/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19412,81.09606833,310,998/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19378167,81.09633167,311,998/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19348667,81.09661167,310,998/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19319333,81.09691,313,998/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.192885,81.09723833,313,998/18  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19247333,81.09767333,313,999/1   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.192105,81.09807167,314,999/2   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.191715,81.098505,314,999/3   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19135167,81.09890167,317,999/4   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19107167,81.09920833,315,999/5   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19075833,81.09955333,315,999/6   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19041167,81.09992167,313,999/7   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.19001667,81.10035,311,999/8   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18964833,81.10075,307,999/9   ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18924667,81.10119667,308,999/10  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18885333,81.10162833,307,999/11  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18847833,81.10201833,305,999/12  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18807833,81.10245667,310,999/13  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18769667,81.10290667,309,999/14  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18732167,81.10329167,306,999/15  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18697833,81.10366333,306,999/16  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18667667,81.10401167,307,999/17  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18633,81.10439,308,1000/1  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18593167,81.10482,306,1000/2  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.185535,81.105245,305,1000/3  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18516333,81.105655,307,1000/4  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18479833,81.106055,307,1000/5  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18439833,81.10647667,306,1000/6  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18399667,81.10691833,309,1000/7  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18360667,81.107335,311,1000/8  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18327833,81.10769,308,1000/9  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18286167,81.10812667,308,1000/10 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18245667,81.10855,309,1000/11 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18208667,81.10896,307,1000/12 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18171167,81.109355,308,1000/13 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18137667,81.10972833,307,1000/14 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18101333,81.11014,308,1000/15 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18063667,81.11057833,310,1000/16 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.18023333,81.11101667,310,1000/17 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17988167,81.11142167,311,1001/1  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.1795,81.11186,311,1001/2  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17911,81.112305,311,1001/3  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17883167,81.11262667,312,1001/4  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17848667,81.11303667,312,1001/5  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17809667,81.11347833,311,1001/6  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17775833,81.113865,311,1001/7  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.177505,81.11413833,311,1001/8  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17725,81.11441833,311,1001/9  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17697833,81.11467833,311,1001/10 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17669833,81.11492167,312,1001/11 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.176365,81.115175,314,1001/12 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17603,81.11542,314,1001/13 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17566,81.11569333,314,1001/14 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17530833,81.11596,313,1001/15 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17488167,81.11627,313,1001/16 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17441833,81.11661167,313,1001/17 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17394167,81.11697167,314,1001/18 ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17348667,81.11732333,316,1002/1  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17305667,81.11763667,313,1002/2  ,,,,RAIPUR,,10,02/09/2024
BPTG-Antagarh,20.17262333,81.11796167,312,1002/3  ,,,,RAIPUR,,10,02/09/2024
